Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-10-26,21:16:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.96,USD,0.49,lb,,1.0,44,Pizza w Toppings,Mixed Foods,Overproduction,Center Plate,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-26,20:57:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,44.55,USD,32.19,lb,,1.0,27,Beef - Whole,Meat-Protein,Trimmings & By-Products,Center Plate,Compost,Sheet/Roasting Pan,Pre-Consumer,SC Stefan,,0,
2024-10-26,16:57:00,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.42,USD,11.18,lb,,1.0,22,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-26,16:24:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.18,USD,0.63,lb,,1.0,35,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:32:29,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,35.71,USD,5.16,lb,,1.0,28,Beef - Whole,Meat-Protein,Overproduction,Bear Fit,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-26,15:31:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,13.29,USD,4.09,lb,,1.0,46,Mixed Protein,Mixed Foods,Overproduction,Big C Vegan,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-26,15:30:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.59,USD,7.03,lb,,1.0,27,Potatoes,Starch,Overproduction,Big C Vegan,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-26,15:27:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,13.61,USD,5.46,lb,,1.0,29,Hot Cereal,Bread-Cereal,Overproduction,Center Plate,Compost,Soup Container-Med,Pre-Consumer,FSW,,0,
2024-10-26,15:25:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.97,USD,5.83,lb,,1.0,24,Potatoes,Starch,Overproduction,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:24:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.18,USD,9.20,lb,,1.0,22,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:24:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.31,USD,1.18,lb,,1.0,35,Turkey,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:22:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.06,USD,2.17,lb,,1.0,71,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:20:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.42,USD,4.88,lb,,1.0,31,Chicken - Boneless,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-26,15:19:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.00,USD,1.32,lb,,1.0,36,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-25,21:17:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.50,USD,2.63,lb,,1.0,37,Rice,Starch,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-25,21:16:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.76,USD,2.32,lb,,1.0,13,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-25,21:16:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.19,USD,4.12,lb,,1.0,31,Bread,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:15:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.23,USD,2.94,lb,,1.0,30,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:14:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,32.39,USD,6.75,lb,,1.0,22,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:14:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,22.18,USD,13.46,lb,,1.0,12,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:13:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.17,USD,3.37,lb,,1.0,20,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-25,21:12:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.21,USD,1.59,lb,,1.0,34,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:12:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.86,USD,6.59,lb,,1.0,37,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,21:11:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,37.50,USD,22.76,lb,,4.0,46,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,21:10:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.08,USD,4.81,lb,,1.0,35,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Quarter Hotel (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-25,21:09:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.86,USD,5.54,lb,,1.0,59,Fruit,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-25,20:48:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.78,USD,5.03,lb,,1.0,21,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:47:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,12.04,USD,7.31,lb,,1.0,22,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:46:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.40,USD,7.11,lb,,1.0,34,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,4in Full,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:45:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.75,USD,5.92,lb,,1.0,41,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:44:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,18.28,USD,7.31,lb,,1.0,49,Casserole,Mixed Foods,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:43:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.93,USD,3.86,lb,,1.0,30,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,20:43:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.99,USD,3.94,lb,,2.0,38,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-25,10:15:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.63,USD,6.25,lb,,1.0,48,Mixed Plate-Other,Mixed Foods,Overproduction,Center Plate,Compost,Soup Container-Large,Pre-Consumer,Student,,0,
2024-10-25,10:14:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.89,USD,3.69,lb,,1.0,17,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:12:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.77,USD,4.32,lb,,1.0,19,Turkey,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:11:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.31,USD,5.52,lb,,1.0,18,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:11:29,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.37,USD,1.27,lb,,1.0,25,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:10:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.81,USD,0.47,lb,,1.0,36,Waffle,Bread-Cereal,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:07:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.51,USD,0.67,lb,,1.0,20,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:06:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.00,USD,1.05,lb,,1.0,18,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:01:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.94,USD,0.43,lb,,1.0,27,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-25,10:00:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.48,USD,1.44,lb,,1.0,28,Alternative Meat,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Plastic,Pre-Consumer,Student,,0,
2024-10-25,09:38:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.88,USD,1.98,lb,,1.0,31,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-24,21:26:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.75,USD,5.39,lb,,1.0,21,Potatoes,Starch,Overproduction,Big C Vegan,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-24,21:25:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.93,USD,5.17,lb,,1.0,27,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-24,21:24:32,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.21,USD,3.45,lb,,1.0,54,Mixed Protein,Mixed Foods,Overproduction,Big C Vegan,Compost,2in Oval,Pre-Consumer,FSW,,0,
2024-10-24,21:22:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.04,USD,0.05,lb,,1.0,150,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Compost,Casserole,Pre-Consumer,FSW,,0,
2024-10-24,21:15:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.21,USD,2.91,lb,,1.0,20,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-24,21:15:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.94,USD,2.75,lb,,1.0,37,Mixed Protein,Mixed Foods,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-24,21:14:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,60.28,USD,12.56,lb,,1.0,30,Chicken - Boneless,Meat-Protein,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-24,20:38:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,39.68,USD,12.21,lb,,1.0,27,Mixed Protein,Mixed Foods,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-24,20:35:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.61,USD,12.64,lb,,2.0,32,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Donation,Donation Pan,Pre-Consumer,FSW,,0,
2024-10-24,20:32:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,20.03,USD,12.16,lb,,2.0,60,Tofu,Meat-Protein,Overproduction,Center Plate,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,Student,,0,
2024-10-24,16:30:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,45.44,USD,13.98,lb,,1.0,34,Mixed Protein,Mixed Foods,Overproduction,Center Plate,Donation,Shotgun Pan (2.5-inch) Plastic,Pre-Consumer,Cook,,0,
2024-10-24,15:51:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.74,USD,4.92,lb,,1.0,20,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-24,15:50:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.87,USD,3.78,lb,,1.0,23,Vegetables,Fruit-Vegetable,Overproduction,Big C Vegan,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-24,15:48:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.86,USD,8.27,lb,,1.0,29,Rice,Starch,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-24,15:46:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.52,USD,5.39,lb,,1.0,29,Mixed Protein,Mixed Foods,Overproduction,Big C Vegan,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-24,15:45:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,41.99,USD,12.92,lb,,1.0,40,Mixed Protein,Mixed Foods,Overproduction,Big C Vegan,Donation,Shotgun Pan (4-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-24,12:10:18,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.30,USD,4.53,lb,,1.0,20,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,SC Nathan,,0,
2024-10-24,10:59:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,39.44,USD,10.01,lb,,1.0,14,Fish,Meat-Protein,Presented - Not Sold,Center Plate,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-24,10:58:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,39.44,USD,10.01,lb,,1.0,31,Fish,Meat-Protein,Presented - Not Sold,Center Plate,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-24,10:10:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.19,USD,5.51,lb,,1.0,93,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-24,10:08:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.62,USD,0.33,lb,,1.0,33,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-24,08:14:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,66.71,USD,40.49,lb,,1.0,45,Tofu,Meat-Protein,Overproduction,Big C Vegan,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-23,21:24:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,24.26,USD,5.39,lb,,1.0,12,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-23,21:23:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.95,USD,1.98,lb,,1.0,26,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,21:22:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.03,USD,1.35,lb,,1.0,55,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,21:21:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.46,USD,1.54,lb,,1.0,62,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,21:19:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,38.34,USD,7.99,lb,,1.0,60,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,21:18:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,71.48,USD,10.33,lb,,1.0,79,Beef - Whole,Meat-Protein,Overproduction,Deli,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,21:14:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.28,USD,4.50,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Center Plate,Compost,4in Saucepan,Pre-Consumer,FSW,,0,
2024-10-23,21:12:51,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.42,USD,7.13,lb,,1.0,15,Vegetables,Fruit-Vegetable,Sampling / Show Plates,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-23,21:12:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,46.23,USD,8.42,lb,,1.0,39,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,4in Sauce Pot,Pre-Consumer,FSW,,0,
2024-10-23,21:11:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.39,USD,4.46,lb,,1.0,69,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-23,21:04:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.08,USD,11.58,lb,,1.0,22,Tofu,Meat-Protein,Timed or Temp'd Out,Big C Vegan,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-23,21:03:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.08,USD,11.58,lb,,1.0,45,Tofu,Meat-Protein,Timed or Temp'd Out,Big C Vegan,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-23,21:02:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.00,USD,11.53,lb,,1.0,21,Tofu,Meat-Protein,Timed or Temp'd Out,Big C Vegan,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-23,21:02:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.01,USD,11.54,lb,,1.0,33,Tofu,Meat-Protein,Timed or Temp'd Out,Big C Vegan,Donation,Full Hotel Pan (4-inch) Plastic,Pre-Consumer,SC Nathan,,0,
2024-10-23,10:50:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.63,USD,6.09,lb,,1.0,41,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-23,10:36:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.18,USD,6.46,lb,,1.0,40,Waffle,Bread-Cereal,Overproduction,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-23,10:18:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.49,USD,0.86,lb,,1.0,11,Waffle,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,10:17:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.95,USD,1.86,lb,,1.0,11,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,10:16:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.40,USD,4.63,lb,,1.0,19,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,10:16:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.31,USD,0.41,lb,,1.0,17,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,10:15:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.64,USD,2.64,lb,,1.0,18,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-23,10:13:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.43,USD,0.23,lb,,1.0,13,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-22,21:23:21,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,34.26,USD,6.24,lb,,1.0,29,Beef - Ground,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:22:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.42,USD,4.49,lb,,1.0,17,Pasta,Starch,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:22:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.16,USD,2.84,lb,,1.0,22,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:21:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.53,USD,2.01,lb,,1.0,30,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:20:37,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.21,USD,2.77,lb,,1.0,33,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:19:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.01,USD,4.67,lb,,1.0,25,Sauce,Soup-Sauce-Gravy,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:19:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.74,USD,4.92,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:18:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.44,USD,5.84,lb,,1.0,12,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
